,OBJECTID,stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,agency_id,location_t,parent_sta,wheelchair,Route,Route_Dir,Shelter,Bench,Schedule,Light,Reaitime,PK_MD_WE,jurisdicti,relative_p,cardinal_d,primary_st,address_ra,cross_loca,geometry
468,13260,2053,2053,Walnut & Observatory (NB),This stop (#2053) is northbound on the 701 block of Walnut St farside Observatory Dr,43.077045,-89.424906,MMT,0,,1,80,,1,0,1,0,0,110,UWIS,1,0.0,Walnut,701,Observatory,POINT (-89.42490518944284 43.07704731628791)
469,13261,2054,2054,Eagle Heights & Lot M (WB),This stop (#2054) is westbound on the 500 block of Eagle Heights Dr adjacent 500 Block (lot M),43.086668,-89.441612,MMT,0,,1,"80, 84",,1,0,1,0,0,111,PRIV,2,270.0,Eagle Heights,500,Lot M,POINT (-89.44161115754002 43.08667029884791)
470,13262,2061,2061,Lake Mendota & Lot P (NB),This stop (#2061) is northbound on the 2701 block of Lake Mendota Dr adjacent 700 Block (lot P),43.089784,-89.437007,MMT,0,,1,"80, 84",,1,0,1,0,0,111,UWIS,2,0.0,Lake Mendota,2701,Lot P,POINT (-89.4370061504337 43.08978630511307)
471,13263,2071,2071,Lake Mendota & Lot Q (NB),This stop (#2071) is northbound on the 2699 block of Lake Mendota Dr adjacent 800 Block (lot Q),43.090501,-89.435587,MMT,0,,1,"80, 84",,1,0,1,0,0,111,UWIS,2,0.0,Lake Mendota,2699,Lot Q,POINT (-89.43558614750091 43.09050330675682)
472,13264,2076,2076,Marsh & Lot 76 (WB),This stop (#2076) is westbound on the 851 block of Marsh Dr adjacent Lot 76 Ramp,43.079006,-89.429203,MMT,0,,1,80,,1,0,1,0,0,111,UWIS,2,270.0,Marsh,851,Lot 76,POINT (-89.42920218277764 43.07900831096366)
473,13265,2082,2082,Eagle Heights & Shelter (WB),This stop (#2082) is westbound on the 450 block of Eagle Heights Dr adjacent Brown Shelter,43.086328,-89.438587,MMT,0,,1,"80, 84",,1,0,1,0,0,111,PRIV,2,270.0,Eagle Heights,450,Shelter,POINT (-89.43858615982795 43.08633030277875)
474,13266,2088,2088,Observatory & Walnut (WB),This stop (#2088) is westbound on the 2300 block of Observatory Dr farside Walnut St,43.076759,-89.42577,MMT,0,,1,"11, 44, 80",,1,0,1,0,0,101,UWIS,1,270.0,Observatory,2300,Walnut,POINT (-89.4257691901266 43.07676131511669)
475,13267,2091,2091,Observatory & Highland (EB),This stop (#2091) is eastbound on the 2499 block of Observatory Dr farside Highland Ave,43.076973,-89.428499,MMT,0,,1,"11, 44, 80",,1,0,1,0,0,111,UWIS,1,90.0,Observatory,2499,Highland,POINT (-89.42849818946671 43.07697531165099)
476,13268,2094,2094,Walnut & Observatory (SB),This stop (#2094) is southbound on the 698 block of Walnut St farside Observatory Dr,43.076141,-89.425239,MMT,0,,1,82,,0,0,0,0,0,001,UWIS,1,180.0,Walnut,698,Observatory,POINT (-89.42523819154823 43.07614331579173)
477,13269,2100,2100,Sheboygan & State Office (WB),This stop (#2100) is westbound on the 4802 block of Sheboygan Ave adjacent State Office Building,43.072931,-89.459792,MMT,0,,1,"2, 8, 10",,1,0,1,0,0,111,CMAD,2,270.0,Sheboygan,4802,State Office,POINT (-89.45979119695693 43.07293327454998)
478,13270,2101,2101,Sheboygan & State Office (EB),This stop (#2101) is eastbound on the 4801 block of Sheboygan Ave opposite State Office Building,43.072707,-89.459545,MMT,0,,1,"2, 8, 10",,1,0,1,0,0,111,CMAD,4,90.0,Sheboygan,4801,State Office,POINT (-89.45954419797 43.07270927537408)
479,13271,2105,2105,Odana & Frederick (EB),This stop (#2105) is eastbound on the 4001 block of Odana Rd nearside Frederick Ln,43.050928,-89.444318,MMT,0,,1,7,,0,0,0,0,0,111,CMAD,3,90.0,Odana,4001,Frederick,POINT (-89.44431726472619 43.05093028742584)
480,13272,2109,2109,Regent & S Rosa (EB),This stop (#2109) is eastbound on the 5699 block of Regent St farside Rosa Rd (S),43.067839,-89.477947,MMT,0,,1,68,,1,0,1,0,0,001,CMAD,1,90.0,Regent,5699,S Rosa,POINT (-89.47794621120602 43.06784125404824)
481,13273,2111,2111,Tokay & S Midvale (EB),This stop (#2111) is eastbound on the 4399 block of Tokay Blvd farside Midvale Blvd (S),43.05338,-89.450588,MMT,0,,1,6,,1,0,1,0,0,111,CMAD,1,90.0,Tokay,4399,S Midvale,POINT (-89.45058725764136 43.05338228146862)
482,13274,2112,2112,Monroe & Glenway (WB),This stop (#2112) is westbound on the 3500 block of Monroe St farside Glenway St,43.052792,-89.435692,MMT,0,,1,7,,0,0,0,0,0,111,CMAD,1,270.0,Monroe,3500,Glenway,POINT (-89.43569125929216 43.05279429683564)
483,13275,2114,2114,Odana & Anthony (WB),This stop (#2114) is westbound on the 4216 block of Odana Rd nearside Anthony Ln,43.050812,-89.446761,MMT,0,,1,7,,0,0,0,0,0,111,CMAD,3,270.0,Odana,4216,Anthony,POINT (-89.44676026571435 43.05081428523644)
484,13276,2115,2115,Science & S Whitney (EB),This stop (#2115) is eastbound on the 699 block of Science Dr farside Whitney Way (S),43.055997,-89.472668,MMT,0,,1,6,,0,0,0,0,0,111,CMAD,1,90.0,Science,699,S Whitney,POINT (-89.47266724860292 43.05599925880188)
485,13277,2119,2119,Odana & Charles (EB),This stop (#2119) is eastbound on the 4635 block of Odana Rd farside Charles Ln,43.049646,-89.454461,MMT,0,,1,7,,0,0,0,0,0,111,CMAD,1,90.0,Odana,4635,Charles,POINT (-89.4544602691297 43.04964827683922)
486,13278,2121,2121,Eau Claire & Regent (NB),This stop (#2121) is northbound on the 1 block of Eau Claire Ave (N) farside Regent St,43.069331,-89.463074,MMT,0,,1,2,,0,1,1,0,0,111,CMAD,1,0.0,Eau Claire,1,Regent,POINT (-89.46307320773984 43.06933327053816)
487,13279,2125,2125,Highland & Observatory (NB),This stop (#2125) is northbound on the 899 block of Highland Ave farside Observatory Dr,43.077349,-89.428844,MMT,0,,1,"2, 10, 80, 84",,1,0,1,0,0,111,UWIS,1,0.0,Highland,899,Observatory,POINT (-89.42884318707905 43.07735131138357)
488,13280,2131,2131,University Bay & University (NB),This stop (#2131) is northbound on the 601 block of University Bay Dr farside University Ave,43.074207,-89.433585,MMT,0,,1,"2, 10",,0,1,1,0,0,111,VSHO,1,0.0,University Bay,601,University,POINT (-89.43358419634988 43.07420930482018)
489,13281,2133,2133,Mineral Point & S Owen (EB),This stop (#2133) is eastbound on the 4299 block of Mineral Point Rd farside Owen Dr (S),43.060632,-89.447048,MMT,0,,1,6,,0,0,0,0,0,111,CMAD,1,90.0,Mineral Point,4299,S Owen,POINT (-89.44704723575535 43.06063428715665)
490,13282,2134,2134,Mineral Point & Toepfer (WB),This stop (#2134) is westbound on the 4000 block of Mineral Point Rd nearside Toepfer Ave,43.060857,-89.44179,MMT,0,,1,6,,0,0,0,0,0,111,CMAD,3,270.0,Mineral Point,4000,Toepfer,POINT (-89.44178923522661 43.06085929290152)
491,13283,2135,2135,Commonwealth & Rugby (NB),This stop (#2135) is northbound on the 2235 block of Commonwealth Ave nearside Rugby Row,43.064475,-89.424955,MMT,0,,0,None,,0,0,0,0,0,000,CMAD,3,0.0,Commonwealth,2235,Rugby,POINT (-89.42495422585799 43.06447731220187)
492,13284,2137,2137,Speedway & Hillcrest (EB),This stop (#2137) is eastbound on the 3601 block of Speedway Rd nearside Hillcrest Dr,43.064287,-89.433768,MMT,0,,1,6,,0,0,0,0,0,111,CMAD,3,90.0,Speedway,3601,Hillcrest,POINT (-89.43376722612976 43.06428930197799)
493,13285,2138,2138,Regent & Eau Claire (WB),This stop (#2138) is westbound on the 5000 block of Regent St farside Eau Claire Ave (N),43.069017,-89.463666,MMT,0,,1,2,,0,0,1,0,0,111,CMAD,1,270.0,Regent,5000,Eau Claire,POINT (-89.46366520865972 43.06901926990526)
494,13286,2145,2145,Observatory & Babcock (EB),This stop (#2145) is eastbound on the 1601 block of Observatory Dr nearside Babcock Dr,43.076319,-89.412882,MMT,0,,1,"11, 44, 80",,1,0,1,0,0,111,UWIS,3,90.0,Observatory,1601,Babcock,POINT (-89.41288119248712 43.07632132935621)
495,13287,2146,2146,University & Forest (WB),This stop (#2146) is westbound on the 2100 block of University Ave farside Forest St,43.072801,-89.421956,MMT,0,,1,"2, 10, 48",,0,0,1,0,0,111,CMAD,1,270.0,University,2100,Forest,POINT (-89.4219552023546 43.07280331776949)
496,13288,2148,2148,S Segoe & Waukesha (SB),This stop (#2148) is southbound on the 98 block of Segoe Rd (S) nearside Waukesha St,43.067426,-89.454827,MMT,0,,1,11,,0,0,0,0,0,100,CMAD,3,180.0,S Segoe,98,Waukesha,POINT (-89.45482621508265 43.06742827923908)
497,13289,2153,2153,Regent & Kenosha (EB),This stop (#2153) is eastbound on the 5399 block of Regent St farside Kenosha Dr (N),43.067913,-89.471356,MMT,0,,1,68,,0,0,0,0,0,001,CMAD,1,90.0,Regent,5399,Kenosha,POINT (-89.4713552116486 43.06791526124388)
498,13290,2160,2160,Mineral Point & S Whitney (WB),This stop (#2160) is westbound on the 5400 block of Mineral Point Rd farside Whitney Way (S),43.061046,-89.47261,MMT,0,,1,67,,0,0,0,0,0,111,CMAD,1,270.0,Mineral Point,5400,S Whitney,POINT (-89.47260923312712 43.06104825926707)
499,13291,2161,2161,Tokay & Hilltop (EB),This stop (#2161) is eastbound on the 4801 block of Tokay Blvd nearside Hilltop Dr,43.05345,-89.45877,MMT,0,,1,"6, 11, 18",,0,0,0,0,0,111,CMAD,3,90.0,Tokay,4801,Hilltop,POINT (-89.45876925805055 43.05345227293174)
500,13292,2162,2162,S Rosa & Stadium (SB),This stop (#2162) is southbound on the 100 block of Rosa Rd (S) nearside Stadium Dr,43.066066,-89.478575,MMT,0,,1,None,,0,0,0,0,0,000,CMAD,3,180.0,S Rosa,100,Stadium,POINT (-89.47857421716699 43.06606825336267)
501,13293,2164,2164,Regent & N Allen (WB),This stop (#2164) is westbound on the 2200 block of Regent St farside Allen St (N),43.06803,-89.424141,MMT,0,,1,6,,0,0,0,0,0,111,CMAD,1,270.0,Regent,2200,N Allen,POINT (-89.42414021585638 43.06803231359586)
502,13294,2165,2165,Capital & University (EB),This stop (#2165) is eastbound on the 1699 block of Capital Ave nearside University Ave,43.083963,-89.478145,MMT,0,,1,8,,0,0,1,0,0,111,CMAD,3,90.0,Capital,1699,University,POINT (-89.47814416083247 43.08396525413296)
503,13295,2169,2169,Science & 505 (NB),This stop (#2169) is northbound on the 505 block of Science Dr adjacent 505 Science Driveway,43.056939,-89.46788,MMT,0,,1,6,,0,0,0,0,0,111,CMAD,2,0.0,Science,505,505,POINT (-89.4678792465614 43.05694126397974)
504,13296,2171,2171,N Franklin & University (NB),This stop (#2171) is northbound on the 699 block of Franklin Ave (N) nearside University Ave,43.073965,-89.436091,MMT,0,,1,8,,0,0,1,0,0,111,CMAD,3,0.0,N Franklin,699,University,POINT (-89.43609019667375 43.07396730271475)
505,13297,2173,2173,Commonwealth & Gregory (NB),This stop (#2173) is northbound on the 2501 block of Commonwealth Ave nearside Gregory St,43.059981,-89.42709,MMT,0,,1,None,,0,1,0,0,0,000,CMAD,3,0.0,Commonwealth,2501,Gregory,POINT (-89.42708923875017 43.0599833080188)
506,13298,2174,2174,Toepfer & Saint Clair (SB),This stop (#2174) is southbound on the 546 block of Toepfer Ave nearside Saint Clair St,43.055942,-89.442036,MMT,0,,1,6,,0,0,0,0,0,111,CMAD,3,180.0,Toepfer,546,Saint Clair,POINT (-89.44203525036008 43.05594429103815)
507,13299,2175,2175,Sheboygan & Eau Claire (EB),This stop (#2175) is eastbound on the 4999 block of Sheboygan Ave farside Eau Claire Ave (N),43.072912,-89.463496,MMT,0,,1,"2, 8, 10",,1,0,1,0,0,111,CMAD,1,90.0,Sheboygan,4999,Eau Claire,POINT (-89.46349519688542 43.07291427112699)
508,13300,2177,2177,Kendall & Ridge (EB),This stop (#2177) is eastbound on the 2899 block of Kendall Ave farside Ridge St,43.07127,-89.43846,MMT,0,,1,8,,0,0,0,0,0,111,CMAD,1,90.0,Kendall,2899,Ridge,POINT (-89.43845920474787 43.07127229844863)
509,13301,2180,2180,Commonwealth & Rugby (SB),This stop (#2180) is southbound on the 2236 block of Commonwealth Ave farside Rugby Row,43.064359,-89.425363,MMT,0,,1,None,,0,0,0,0,0,000,CMAD,1,180.0,Commonwealth,2236,Rugby,POINT (-89.42536222655791 43.06436131142633)
510,13302,2182,2182,Tokay & S Segoe (WB),This stop (#2182) is westbound on the 5100 block of Tokay Blvd farside Segoe Rd (S),43.053797,-89.465842,MMT,0,,1,"6, 11, 18",,0,0,0,0,0,111,CMAD,1,270.0,Tokay,5100,S Segoe,POINT (-89.46584125696998 43.05379926590819)
511,13303,2183,2183,Regent & Rock (EB),This stop (#2183) is eastbound on the 5401 block of Regent St nearside Rock Rd (S),43.06793,-89.473664,MMT,0,,1,68,,0,0,0,0,0,001,CMAD,3,90.0,Regent,5401,Rock,POINT (-89.4736632116507 43.06793225826451)
512,13304,2184,2184,Sheboygan & N Segoe (WB),This stop (#2184) is westbound on the 4700 block of Sheboygan Ave farside Segoe Rd (N),43.073101,-89.457163,MMT,0,,1,"2, 8, 10",,0,0,1,0,0,111,CMAD,1,270.0,Sheboygan,4700,N Segoe,POINT (-89.45716219756338 43.07310327787292)
513,13305,2187,2187,S Midvale & Odana (NB),This stop (#2187) is northbound on the 701 block of Midvale Blvd (S) nearside Odana Rd,43.049987,-89.450858,MMT,0,,0,18,,0,0,0,0,0,111,CMAD,3,0.0,S Midvale,701,Odana,POINT (-89.45085726765251 43.04998928047453)
514,13306,2191,2191,University & N Midvale (EB),This stop (#2191) is eastbound on the 4399 block of University Ave farside Midvale Blvd (N),43.075108,-89.450497,MMT,0,,1,"2, 10, 11, 12, 15, 70, 72",,1,0,1,0,0,111,CMAD,1,90.0,University,4399,N Midvale,POINT (-89.45049619207853 43.0751102855855)
515,13307,2192,2192,University & Walnut (WB),This stop (#2192) is westbound on the 2300 block of University Ave farside Walnut St,43.072425,-89.425511,MMT,0,,1,"2, 10, 48",,0,0,1,0,0,111,CMAD,1,270.0,University,2300,Walnut,POINT (-89.42551020312759 43.07242731413632)
516,13308,2193,2193,University & Spring Harbor (NB),This stop (#2193) is northbound on the 5300 block of University Ave farside Spring Harbor Dr,43.080312,-89.472636,MMT,0,,1,"70, 72, 78",,0,0,0,0,0,111,CMAD,1,0.0,University,5300,Spring Harbor,POINT (-89.47263517304989 43.08031426087616)
517,13309,2194,2194,N Midvale & Regent (SB),This stop (#2194) is southbound on the 200 block of Midvale Blvd (N) nearside Regent St,43.068403,-89.451371,MMT,0,,0,11,,0,0,0,0,0,100,CMAD,3,180.0,N Midvale,200,Regent,POINT (-89.45137021213594 43.06840528381337)
518,13310,2195,2195,Observatory & Elm (EB),This stop (#2195) is eastbound on the 1801 block of Observatory Dr nearside Elm Dr,43.076347,-89.416104,MMT,0,,1,"11, 44, 80",,1,0,1,0,0,111,UWIS,3,90.0,Observatory,1801,Elm,POINT (-89.41610319225039 43.07634932610321)
519,13311,2196,2196,Regent & Glen (WB),This stop (#2196) is westbound on the 5500 block of Regent St farside Glen Hwy,43.068234,-89.47617,MMT,0,,0,68,,0,0,0,0,0,001,CMAD,1,270.0,Regent,5500,Glen,POINT (-89.4761692105246 43.06823625561159)
520,13312,2197,2197,University & Norman (NB),This stop (#2197) is northbound on the 5498 block of University Ave nearside Norman Way,43.082424,-89.475082,MMT,0,,1,"70, 72, 78",,0,0,0,0,0,111,CMAD,3,0.0,University,5498,Norman,POINT (-89.47508116515915 43.08242625828099)
521,13313,2199,2199,N Segoe & Kelab (NB),This stop (#2199) is northbound on the 501 block of Segoe Rd (N) farside Kelab Dr,43.071365,-89.454878,MMT,0,,1,"2, 8",,0,0,0,0,0,111,CMAD,1,0.0,N Segoe,501,Kelab,POINT (-89.45487720315114 43.07136727969126)
522,13314,2200,2200,University & N Midvale (WB),This stop (#2200) is westbound on the 4400 block of University Ave farside Midvale Blvd (N),43.07552,-89.451609,MMT,0,,1,"10, 12, 15, 70, 72",,0,0,1,0,0,110,VSHO,1,270.0,University,4400,N Midvale,POINT (-89.45160819008134 43.07552228483382)
523,13315,2201,2201,Regent & S Whitney (EB),This stop (#2201) is eastbound on the 5199 block of Regent St farside Whitney Way (S),43.067897,-89.467949,MMT,0,,1,2,,0,0,1,0,0,111,CMAD,1,90.0,Regent,5199,S Whitney,POINT (-89.46794821267677 43.06789926531306)
524,13316,2202,2202,Tokay & Wedgewood (WB),This stop (#2202) is westbound on the 5000 block of Tokay Blvd farside Wedgewood Way,43.053815,-89.463916,MMT,0,,1,"6, 11, 18",,0,0,0,0,0,111,CMAD,1,270.0,Tokay,5000,Wedgewood,POINT (-89.46391525606127 43.05381726786511)
525,13317,2204,2204,Bluff & N Blackhawk (WB),This stop (#2204) is westbound on the 3498 block of Bluff St nearside Blackhawk Ave (N),43.069594,-89.446138,MMT,0,,1,8,,0,0,0,0,0,111,CMAD,3,270.0,Bluff,3498,N Blackhawk,POINT (-89.44613720858635 43.06959628988366)
526,13318,2205,2205,Old Middleton & Gettle (EB),This stop (#2205) is eastbound on the 5421 block of Old Middleton Rd nearside Gettle Ave,43.074143,-89.473804,MMT,0,,1,15,,0,0,0,0,0,110,CMAD,3,90.0,Old Middleton,5421,Gettle,POINT (-89.47380319181471 43.07414525908438)
527,13319,2206,2206,Bluff & Palomino (WB),This stop (#2206) is westbound on the 3298 block of Bluff St nearside Palomino Ln,43.069577,-89.444076,MMT,0,,1,8,,0,0,0,0,0,111,CMAD,3,270.0,Bluff,3298,Palomino,POINT (-89.44407520942256 43.06957929251472)
528,13320,2212,2212,Odana & Frederick (WB),This stop (#2212) is westbound on the 3998 block of Odana Rd nearside Frederick Ln,43.051161,-89.444145,MMT,0,,0,7,,0,0,0,0,0,111,CMAD,3,270.0,Odana,3998,Frederick,POINT (-89.44414426505681 43.05116328781741)
529,13321,2219,2219,N Segoe & Regent (NB),This stop (#2219) is northbound on the 201 block of Segoe Rd (N) farside Regent St,43.069208,-89.453964,MMT,0,,0,8,,0,0,0,0,0,111,CMAD,1,0.0,N Segoe,201,Regent,POINT (-89.45396320986639 43.06921028132265)
530,13322,2220,2220,Old Middleton & N Whitney (WB),This stop (#2220) is westbound on the 5100 block of Old Middleton Rd farside Whitney Way (N),43.074128,-89.467928,MMT,0,,1,"8, 15",,0,0,0,0,0,111,CMAD,1,270.0,Old Middleton,5100,N Whitney,POINT (-89.46792719327118 43.07413026587141)
531,13323,2222,2222,Tokay & Charles (WB),This stop (#2222) is westbound on the 4620 block of Tokay Blvd nearside Charles Ln,43.053764,-89.454673,MMT,0,,1,"6, 11, 18",,0,0,0,0,0,111,CMAD,3,270.0,Tokay,4620,Charles,POINT (-89.45467225619474 43.053766277016)
532,13324,2224,2224,Odana & Hilltop (WB),This stop (#2224) is westbound on the 4798 block of Odana Rd nearside Hilltop Dr,43.049994,-89.457941,MMT,0,,1,7,,0,0,0,0,0,111,CMAD,3,270.0,Odana,4798,Hilltop,POINT (-89.45794026757001 43.04999627307013)
533,13325,2225,2225,N Whitney & Sheboygan (NB),This stop (#2225) is northbound on the 499 block of Whitney Way (N) nearside Sheboygan Ave,43.072973,-89.467409,MMT,0,,1,"12, 78",,0,0,0,0,0,101,CMAD,3,0.0,N Whitney,499,Sheboygan,POINT (-89.46740819662111 43.07297526644557)
534,13326,2226,2226,Tokay & U W Health (WB),This stop (#2226) is westbound on the 5398 block of Tokay Blvd adjacent U W Health,43.053795,-89.470395,MMT,0,,1,"6, 11, 18",,0,0,0,0,0,111,CMAD,2,270.0,Tokay,5398,U W Health,POINT (-89.47039425685333 43.05379726116151)
535,13327,2228,2228,Regent & Kenosha (WB),This stop (#2228) is westbound on the 5398 block of Regent St nearside Kenosha Dr (N),43.068236,-89.471467,MMT,0,,1,68,,0,0,0,0,0,001,CMAD,3,270.0,Regent,5398,Kenosha,POINT (-89.47146621103545 43.06823826077304)
536,13328,2230,2230,University & Flambeau (SB),This stop (#2230) is southbound on the 5199 block of University Ave farside Flambeau Rd,43.077404,-89.469794,MMT,0,,1,"8, 70, 72, 78",,1,0,1,0,0,111,CMAD,1,180.0,University,5199,Flambeau,POINT (-89.46979318267432 43.07740626415372)
537,13329,2231,2231,Speedway & S Franklin (EB),This stop (#2231) is eastbound on the 3699 block of Speedway Rd nearside Franklin Ave (S),43.06246,-89.436187,MMT,0,,1,6,,0,0,0,0,0,111,CMAD,3,90.0,Speedway,3699,S Franklin,POINT (-89.43618623134691 43.06246229894428)
538,13330,2233,2233,Tokay & Chatham (EB),This stop (#2233) is eastbound on the 4299 block of Tokay Blvd farside Chatham Ter,43.053345,-89.447453,MMT,0,,1,6,,0,0,0,0,0,111,CMAD,1,90.0,Tokay,4299,Chatham,POINT (-89.44745225754077 43.05334728507844)
539,13331,2235,2235,Old Middleton & S Highlands (NB),This stop (#2235) is northbound on the 5700 block of Old Middleton Rd nearside Highlands Ave (S),43.077552,-89.479572,MMT,0,,0,8,,0,0,0,0,0,111,CMAD,3,0.0,Old Middleton,5700,S Highlands,POINT (-89.47957118065088 43.07755425273808)
540,13332,2236,2236,Old Middleton & Gettle (WB),This stop (#2236) is westbound on the 5418 block of Old Middleton Rd farside Gettle Ave,43.074358,-89.473804,MMT,0,,1,"8, 15",,0,0,0,0,0,111,CMAD,1,270.0,Old Middleton,5418,Gettle,POINT (-89.47380319154344 43.07436025867842)
541,13333,2239,2239,N Allen & University (NB),This stop (#2239) is northbound on the 399 block of Allen St (N) nearside University Ave,43.072318,-89.423573,MMT,0,,1,None,,0,0,0,0,0,000,CMAD,3,0.0,N Allen,399,University,POINT (-89.4235722033763 43.0723203160474)
542,13334,2240,2240,Marsh & Lot 60 (WB),This stop (#2240) is westbound on the 801 block of Marsh Dr adjacent Lot 60,43.078988,-89.426659,MMT,0,,0,80,,0,0,0,0,0,110,UWIS,2,270.0,Marsh,801,Lot 60,POINT (-89.42665818259601 43.07899031450997)
543,13335,2248,2248,Toepfer & Birch (SB),This stop (#2248) is southbound on the 450 block of Toepfer Ave farside Birch Ave,43.058001,-89.442036,MMT,0,,1,6,,0,0,0,0,0,111,CMAD,1,180.0,Toepfer,450,Birch,POINT (-89.44203524418424 43.05800329171041)
544,13336,2249,2249,S Whitney & South Hill (NB),This stop (#2249) is northbound on the 299 block of Whitney Way (S) farside South Hill Dr,43.06409,-89.471242,MMT,0,,1,"2, 12, 68",,0,0,0,0,0,111,CMAD,1,0.0,S Whitney,299,South Hill,POINT (-89.47124122422804 43.06409226077155)
545,13337,2250,2250,Mineral Point & S Segoe (WB),This stop (#2250) is westbound on the 4800 block of Mineral Point Rd farside Segoe Rd (S),43.060997,-89.458083,MMT,0,,1,6,,0,0,0,0,0,111,CMAD,1,270.0,Mineral Point,4800,S Segoe,POINT (-89.45808223452173 43.06099927513049)
546,13338,2253,2253,Odana & Dearholt (EB),This stop (#2253) is eastbound on the 5201 block of Odana Rd nearside Dearholt Rd,43.04992,-89.467406,MMT,0,,1,7,,0,0,0,0,0,111,CMAD,3,90.0,Odana,5201,Dearholt,POINT (-89.46740526778093 43.04992226377028)
547,13339,2255,2255,Monroe & Stockton (EB),This stop (#2255) is eastbound on the 1701 block of Monroe St opposite Stockton Ct,43.065881,-89.415451,MMT,0,,1,7,,0,0,1,0,0,111,CMAD,4,90.0,Monroe,1701,Stockton,POINT (-89.41545022263594 43.06588332271917)
548,13340,2259,2259,Capital & Baker (EB),This stop (#2259) is eastbound on the 1653 block of Capital Ave farside Baker Ave,43.083452,-89.480194,MMT,0,,1,8,,0,0,0,0,0,111,CMAD,1,90.0,Capital,1653,Baker,POINT (-89.48019316121415 43.08345425188871)
549,13341,2263,2263,Mineral Point & S Midvale (EB),This stop (#2263) is eastbound on the 4399 block of Mineral Point Rd farside Midvale Blvd (S),43.060712,-89.450628,MMT,0,,1,6,,0,0,1,0,0,111,CMAD,1,90.0,Mineral Point,4399,S Midvale,POINT (-89.45062723603458 43.06071428314057)
550,13342,2264,2264,Bluff & Hoyt (WB),This stop (#2264) is westbound on the 3200 block of Bluff St opposite Hoyt Park,43.070311,-89.442139,MMT,0,,1,8,,0,0,1,0,0,111,CMAD,4,270.0,Bluff,3200,Hoyt,POINT (-89.44213820729649 43.07031329481819)
551,13343,2265,2265,Odana & Huron (EB),This stop (#2265) is eastbound on the 3707 block of Odana Rd nearside Huron Hl,43.051269,-89.439554,MMT,0,,0,7,,0,0,0,0,0,111,CMAD,3,90.0,Odana,3707,Huron,POINT (-89.43955326395636 43.05127129252081)
552,13344,2266,2266,University & N Blackhawk (WB),This stop (#2266) is westbound on the 3500 block of University Ave farside Blackhawk Ave (N),43.07544,-89.447041,MMT,0,,1,"2, 10, 11, 12, 15, 70",,0,0,0,0,0,111,VSHO,1,270.0,University,3500,N Blackhawk,POINT (-89.44704019104259 43.07544228975607)
553,13345,2267,2267,Observatory & Easterday (EB),This stop (#2267) is eastbound on the 2001 block of Observatory Dr farside Easterday Ln,43.076382,-89.419943,MMT,0,,1,"11, 44, 80, 84",,1,0,1,0,0,111,UWIS,1,90.0,Observatory,2001,Easterday,POINT (-89.41994219177812 43.07638432163117)
554,13346,2270,2270,University & Ridge (WB),This stop (#2270) is westbound on the 2898 block of University Ave nearside Ridge St,43.07494,-89.43851,MMT,0,,1,"2, 10, 11, 12, 15, 70, 72",,0,0,1,0,0,111,VSHO,3,270.0,University,2898,Ridge,POINT (-89.4385091940336 43.0749422998359)
555,13347,2274,2274,Tokay & Hilltop (WB),This stop (#2274) is westbound on the 4798 block of Tokay Blvd nearside Hilltop Dr,43.053772,-89.4584,MMT,0,,1,"6, 11, 18",,0,0,0,0,0,111,CMAD,3,270.0,Tokay,4798,Hilltop,POINT (-89.45839925644646 43.05377427391984)
556,13348,2278,2278,Regent & Rock (WB),This stop (#2278) is westbound on the 5400 block of Regent St farside Rock Rd (N),43.068261,-89.473849,MMT,0,,0,68,,0,0,0,0,0,001,CMAD,1,270.0,Regent,5400,Rock,POINT (-89.4738482107918 43.06826325831707)
557,13349,2279,2279,Commonwealth & Monroe (NB),This stop (#2279) is northbound on the 2599 block of Commonwealth Ave farside Monroe St,43.058629,-89.427189,MMT,0,,1,None,,0,0,0,0,0,000,CMAD,1,0.0,Commonwealth,2599,Monroe,POINT (-89.42718824204765 43.05863130764109)
558,13350,2282,2282,Sheboygan & N Whitney (WB),This stop (#2282) is westbound on the 5098 block of Sheboygan Ave nearside Whitney Way (N),43.073197,-89.467211,MMT,0,,1,"8, 10",,0,0,0,0,0,111,CMAD,3,270.0,Sheboygan,5098,N Whitney,POINT (-89.46721019614546 43.07319926668646)
559,13351,2302,2302,Odana & Dearholt (WB),This stop (#2302) is westbound on the 5198 block of Odana Rd nearside Dearholt Rd,43.050135,-89.467036,MMT,0,,1,7,,0,0,0,0,0,111,CMAD,3,270.0,Odana,5198,Dearholt,POINT (-89.46703526727566 43.05013726369412)
560,13352,2306,2306,N Allen & Regent (SB),This stop (#2306) is southbound on the 2 block of Allen St (N) nearside Regent St,43.068056,-89.423918,MMT,0,,1,None,,1,0,1,0,0,000,CMAD,3,180.0,N Allen,2,Regent,POINT (-89.42391721483393 43.06805831403434)
561,13353,2316,2316,Toepfer & Tokay (SB),This stop (#2316) is southbound on the 698 block of Toepfer Ave nearside Tokay Blvd,43.053677,-89.442035,MMT,0,,1,6,,0,0,0,0,0,111,CMAD,3,180.0,Toepfer,698,Tokay,POINT (-89.44203425679244 43.05367929066052)
